"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0,1,0,0,0,0,0,0,0,0,1.19,0,0,1.19,0,0,0
0,1,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0.16,0,0,0,0.48,0,0.16,0,0,0
1,1,0,0,0,0,0,0,0,0,0,6.25,0,4.16,0,0,0
1,1,0,0,3.08,0.14,0.28,0,0,0.14,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.91,0,0,0,0.47,0,0,0,0,0,0,0,0
0,1,0,0,0.44,0.44,0,0,0,0,0,1.32,0,0,0,0,0
0,1,0,0,0.56,0.56,0,0,0.56,2.82,0,3.95,0,1.69,0,0,0
1,1,0,0,0.32,0.32,0,0,0.32,0.32,0,2.27,0,3.24,0,0,0.32
0,0,0.39,0,1.58,0.19,0,0,0,0.09,0,3.75,0,1.08,0,0,0.19
1,0,0,0,1.14,0,0,0,0,0,0,0,0,3.44,0,0,1.14
0,1,0,0,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0.79,0.79,1.58,3.17,0,1.58,0,0,0
0,1,0,0,1.25,0,0,0,0,0,0,2.5,0,0,0,0,0
0,0,0,0,1.29,0.32,0,0,0,0,0,2.92,0,0.32,0,0,0
0,1,0,0,0.63,0,0,0.63,1.26,0,0.63,1.89,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0
1,1,0,0,0.91,0,0,0,0.91,0,1.83,4.58,0,1.83,0,0,0
0,1,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.91,0.26,0.55,0.42,1.08,0.03,0.26,0.42,0.03,2.75,0,1.27,0,0.32,0.52
1,1,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0.4,0,0.81,1.22,0,0.81,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0
0,0,0,0,1.15,0.38,0,0,0,0,0,2.3,0,0,0,0,0
0,0,0.39,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0
0,0,0.69,0.34,1.38,0,0,0,0,1.73,0.34,2.07,1.55,3.8,0,0,0.34
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0.58,0,0.58,0.58,0.58,0.58,0,1.74,0,0,1.16
1,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0
0,0,0,0,0,0,1.61,0,0,0,0,0,0,1.61,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,0
0,0,2.55,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0
0,1,0,0,1.31,0,0,0,1.31,0,1.31,0,0,3.94,0,0,1.31
0,1,0,0,0,0.92,0,0.18,0,0.37,0.37,3.15,0,0.92,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.54,0.54,0,0,0,0,0,1.09,0,0,0,0,0
0,1,0,0,3.12,0,0,0,0,0,0,6.25,0,0,0,0,0
1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.66,0,0,0,0.33,0,1.32,2.64,0,1.32,0,0,0
0,1,0,0,0,0,0,0,0.8,0.8,0,1.6,0,2.4,0,0.8,0
1,1,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0
0,0,0.2,0.4,0.5,0,0.6,0,0.91,0.2,0,1.72,4.26,1.72,0,0.4,0.2
0,0,0,0,0.32,0.32,0,0,0.32,0.32,0,2.28,0,3.25,0,0,0.32
0,1,0,0,4.1,0.68,0,0,1.36,0,0,2.73,0,2.05,0,1.36,0
0,0,0,0,0,0,0,0,0,0,0,3.17,0,4.76,0,0,0
0,1,0,0,0,0,0,0,0.81,0,0,4.09,0,0,0,0,0
1,1,0,0,1.09,0,0,0,0,0.36,0,0.36,0,0.72,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0
0,1,0.88,0,0,0,0,0,0.88,0,0,0.88,0.44,1.32,0,0,0
0,0,0,0,1.22,0,0,0,0,0,0.61,0,0,0,0,0,0
0,0,0.11,0,0.47,0,0.02,0.02,0.13,0.13,0.08,0.24,0,0.17,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0.31,0,0,0,0.06,0,0.06,0.25,0,0.18,0,0,0
0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1.22,0,0,0,1.22,0,0,5.52,0,0.61,0,0.61,0
1,1,0,0,1.12,0,0,0,0,0,1.12,4.49,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2.35,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.58,0,2.33,0,0,0,0,0
1,1,0,0,1.37,1.37,0,0,0,0,0.34,2.74,0,1.03,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0.44,0.89,0,2.24,0,1.34,0,0.44,0.44
0,1,0,0,0.8,0,0,0,0,0,1.61,3.5,0,1.34,0,0,0.26
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.58,0,0,0.58,0,0.58,0,0.58,2.92,1.16,2.92,0,0,0
0,1,0.08,0.17,0.17,0.08,0,0,0.08,0.26,0,1.75,0,1.14,0,0,0
0,0,0.93,0,0.62,0.31,0,1.14,0,0.2,1.56,1.87,0.41,0.83,0,0.62,0.72
0,1,0,0,0.73,0,0.36,0,0,0,0,2.01,0,3.38,0,0.36,0.09
1,0,1.88,0,1.88,0,0,0,0,0,0,4.71,0,0.94,0,0,0.94
0,1,0,0,0.41,0,0,0,0.41,0,0,2.08,0,4.16,0,0,0
0,1,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0
0,0,0,0,3.03,0,0,0,0,0,0,1.51,0,0,0,0,0
0,0,0,0,0.94,0,0,0,0,1.89,0,0.18,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0
1,1,0.19,0.38,0.19,0,0,0,0.66,0,0,1.52,0,1.42,0,0,0
0,1,0,0,0,0,0,0,0.37,0,0.37,1.13,0,0.37,0,0,0
0,1,0.46,0,0.69,0.23,0,0,0,0.69,0.69,2.76,0,1.84,0,0,0.23
0,1,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.33,0.33,0,0,0,0,0,1,0,0.33,0,0,0
1,1,0.08,0,0.6,0.17,0.17,0,0,0.17,0.08,1.2,0,3.14,0,0.34,0.08
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0
0,1,0,0.12,0.48,0.12,0.12,0,0.12,0,0.6,2.41,0,0.24,0,0,0
0,1,0,0.25,0.25,1.25,0,0,0.25,0,1.25,2.51,0,1.75,0,0.25,0
0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.06,0,0,0,0,0,0,4.25,0,0,0,0,0
0,1,0,0,0.57,0.28,0,0,0,0.28,0,0.28,0,0.28,0,0,0
0,1,0,0,0,0,0,0,6.25,0,0,4.16,0,0,0,0,0
1,1,0,0,0.3,0.2,0,0.05,0,0,0.5,1.55,0.3,0.75,0,0.15,0.2
0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,1,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.82,0.27,0.55,0,0,0,0,1.37,0.55,1.65,2.2,3.03,0,0,0
1,1,0,0.18,0.56,0,0.18,0.18,0.56,0.18,0.56,0.56,0,0.56,0,0,0
0,1,0.74,0.74,0.74,0.74,0,0,0.74,0.74,0,2.22,0,3.7,0,0,0
1,1,0,0,0,0,0,0,0.65,0,0,5.88,0,0.65,0,0,0
1,1,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0
0,0,0.31,0.63,1.59,0.63,0,0.63,0,0.63,2.23,3.19,0,1.59,0,0.31,0
0,0,0,0,0.33,0,0,0,0,0,0,0.44,0,0.22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0.66,0,0.33,1,0.33,0,0.66,2.67,0,1,0,2,0
0,0,0,0,0.09,0.18,0,0,0,0.18,0.28,1.22,0,0.37,0,0.09,0
0,0,0,0,0.31,0.31,0,0,0.31,0.31,0,2.55,0,3.19,0,0,0.31
0,1,1.81,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.74,1.49,0,0,0,0,0,1.49,0,1.49,0,0,0
0,1,0.47,0,0.95,0.47,0,0,0,0,0,2.87,0,0.47,0,0.47,0
1,1,3.77,0,0,0,0,0,0,0,0,1.88,0,0,0,0,1.88
0,1,0.29,0.05,0.34,0.42,0.07,0.55,0.87,0.45,0.66,3.95,0.05,1.59,0,0.39,0.34
0,0,0,0,0,0,0,2.24,0,0,0,3.37,0,2.24,0,0,0
1,1,0,0,1.34,0,0,0,0,0,0,4.69,0,1.34,0,0,0
0,1,0,0.09,1.49,0.27,0.09,0,0,0.37,0,0,0.09,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0
0,1,0,0,0.64,0,0,0,0,0,1.29,0,0,0,0,0,0
0,0,0.51,1.02,0.51,0,0,0,0.25,0.76,1.27,2.04,0,0.76,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.12,0.38,0,0,0,0,0.12,0,1.78,0,0.51,0,0,0
1,1,0.14,0,0,0,0,0,0,0,0.29,0.74,0,0.14,0,0,0
0,0,0,0,1.35,0,0,0,0,0,0,2.7,0,1.35,0,0,0
0,1,0,0,1.69,0,0,0,0,0,1.69,0,0,1.69,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1.19,0,0,0,0,0,1.19,0,0,3.57,0,3.57,0,0,0
0,1,0,0,0,1.33,0,0,0,2.66,5.33,2.66,0,2.66,0,0,0
0,1,0,0,2.32,0.46,0,0,0,0,0.46,5.11,0,0.46,0,0,0
1,1,0.08,0,0.6,0.17,0.17,0,0,0.17,0.08,1.2,0,3.14,0,0.34,0.08
0,1,0,0,0,0,0,0,1.05,1.05,0,3.15,0,2.1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0
0,1,0.51,0,0,0,0,0,0,0,0,0.51,0,0.51,0,0,0
0,0,0.23,0.23,0.93,0.93,0,0,0.58,0.23,0.11,4.19,0,1.51,0,0.58,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1.05,1.05,0,3.15,0,2.1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0
1,1,0,0,0.47,0.47,0,0.47,0,0,0,1.89,0,0.47,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.43,0,0
0,1,0.32,0,0.98,0.32,0,0,0,0.65,0,2.61,0,2.28,0,0.65,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.24,0,0,0,0,0,0,0.32,0,0.16,0,0,0
0,1,0,0,0,0,0,0,0.31,0,0,2.48,0,0.93,0,0.31,0
0,1,2.88,0,0.88,0.22,0,1.11,0.44,0,0.44,3.33,0,3.33,0,0.44,0.44
0,1,0,0,0.41,0,0,0,0.41,0,0.82,3.73,0,1.24,0,0,0.41
1,0,0.49,0,0.16,0.32,0,0,0,0,0,1.3,0,0.32,0,0,0
1,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.94,0,0,0,0,0,2.83,0,0,0.94,0,0.94,0,1.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0
0,1,0,0,0.54,0.54,0,0,0.54,3.29,0,3.84,0,1.64,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0
