"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0,1,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0
0,1,0.51,0,1.03,0,0,0,0.51,0,0.51,2.07,0,1.55,0,0,0
0,0,0,0,1.31,0,0,0,0,0,0,1.31,0,5.26,0,0,1.31
1,1,0,0,0,0,0,0,0.72,0,0.72,2.18,0,0.72,0,0,0
0,0,0.31,0.25,1.51,0.31,0.37,0,0.37,0.44,0.12,2.96,0.69,1.26,0,0.44,0.75
0,1,1.11,0,0,0,0,0,0,0,0,2.22,0,1.11,0,0,0
0,0,1.59,0.11,0.34,0.22,0.11,2.16,0,0.45,0.11,3.53,0,1.25,0,0.45,0.45
0,1,0.17,0.17,0.35,0,0,0,0.87,0,0,1.4,0.17,0.87,0,0,0.17
0,0,0.69,0.21,0.9,0.5,0.92,0.02,0.33,0.42,0.02,3.05,0,1.43,0,0.94,0.46
1,1,0,0,0,0,0,0,1.08,0,0,1.08,0,2.17,0,0,0
0,1,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.42,0,2.13,0,0,0,0,1.7,0,0.85,0,0.85,0,0,0.42
1,1,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.43,0,2.18,0,0,0,0,1.74,0,0.87,0,0.87,0,0,0.43
1,1,0.84,0,0.84,0,0.33,0,0,0,0.16,2.37,0,0.5,0,0,0.33
0,0,0,0,2.46,0,0,0,0,0,2.46,1.23,0,1.23,0,0,0
0,1,0,0,1.19,0,0,0,0,0,0,2.97,0,1.19,0,0,0
0,1,0,0,1.07,0,0,0,0,0,1.07,2.15,0,0,0,0,0
1,1,1.49,0.74,0.74,0,0,0,0.74,3.73,0,4.47,0,0.74,0,0.74,0
1,1,0,0,0,0,1.49,0,0,0.24,0,0,0,0.74,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.77,0,1.88,0,0,0
1,1,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.71,0,1.43,2.15,0,2.15,0,0,0
0,1,0,0.36,0.85,0,0,0,0.24,0.24,0,2.33,0,0.73,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.64,0,3.23,0,0,0,0,0,0,0.32,0,0,0,0,0
1,1,0,0,2.99,0,0,0,0,0,0,1.19,0,0,0,0,0
0,0,0.62,0,1.86,0.2,0.2,0,0.2,0.41,0,2.69,1.03,2.48,0,0,0
0,1,0,0,0,0,0,0,1.05,0,0,0,0,2.1,0,0,0
0,0,0.71,0,0,0,0,0,0,2.87,2.87,1.43,0,3.59,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0
0,0,0.39,0,1.59,0.19,0,0,0,0.09,0,3.67,0.09,1.09,0,0,0.09
1,1,0,0,0,0,0,0,0,0,0,0,0,0.64,8.33,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0
1,1,0.13,0.03,0.45,0.03,0.07,0,0.11,0.53,0.07,0.07,0,0.03,0,0.01,0
0,1,0,0,1.14,0,0,0,0,0,0,2.29,0,0,0,0,0
1,1,0.19,0.38,0.19,0,0,0,0.66,0,0,1.52,0,1.42,0,0,0
0,1,0,0,0.16,0,0,0,0,0,0.05,0.21,0,0.16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.52,0,0,0,0,0,0,0.52,0,0.26,0,0,0
0,1,0.52,0,2.08,0,0,0,0,0,0,4.16,0,4.68,0,0,0
0,1,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0
0,1,2.32,0,0,0,0,1.16,0,0,0,2.32,0,0,0,0,0
0,0,0,0,2.46,0,0,0,0,0,2.46,1.23,0,1.23,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.23,0,0,0,0.23,0,0,0.47,0,0,0,0,0
1,1,0.5,0,1.01,0,0,0,0,0,0,2.53,0,1.01,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.84,0,0.64,0,0,0
0,1,1.7,0,0,0,0,0,0,0,0,1.7,0,0.34,0,0,0
0,0,0,0,0,0,0,0,0.47,0,0,0,0,0.47,0,0,0
0,0,0,0,0,0,0,0,1.09,1.09,0,3.29,0,2.19,0,0,0
1,0,1.47,1.47,0,0,0,0,0,2.94,0,0,1.47,2.94,0,0,0
1,1,1.07,0,0.71,0,0,0,0,0.71,0.71,2.85,0,2.5,0,1.42,0
0,1,0.29,0.39,0.48,0,0.58,0,0.87,0.19,0,1.66,4.1,1.66,0,0.39,0.19
0,1,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0
0,1,0,0,1.49,0,0,0,0,0,0,4.47,0,1.49,0,0,0
1,1,0,0,0,0,0,0,1.25,0.62,0,0.62,0,1.88,0.62,0.62,0
0,1,0,0.2,1.21,0,0,0,0,0,0.2,1.21,0,0,0,0.6,0.4
0,1,0,0,0,0,0,0,0,0,0,0.6,0,1.21,0,0,0
1,1,0.54,0,1.62,0,0,0,0,0,0,1.62,0,0,0,0,0
1,1,0,0,1.61,0,0,0,0,0,1.61,3.22,0,1.61,0,0,0
0,1,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0
0,1,0.93,0,0.62,0.31,0,1.14,0,0.2,1.56,1.87,0.41,0.83,0,0.62,0.72
0,1,0.57,0,0.57,0,0,0,0,0,0.57,3.42,0,1.14,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.81,0.1,0.5,0,0,0,0.1,0,1.11,2.23,0.5,2.03,0,0,0.3
0,0,0,0,0,0,1.79,0,0,0.29,0,0,0,0.59,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,2.31,0,2.89,0,0,0
0,0,0.5,0.25,0.95,0.06,0,0.19,0,0.06,0,3.82,0.19,2.48,0,0,0.19
1,1,0,0,0.3,0.2,0,0.05,0,0,0.5,1.55,0.3,0.75,0,0.15,0.2
0,1,0,0,0,0,0,0,0,0,0,2.04,0,0,9.83,0,0
0,1,0,0,0.15,0,0,0,0,0,0.05,0.2,0,0.15,0,0,0
0,1,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0
0,0,0,0,0.64,0,0,0,0.32,0,1.29,1.93,0,0.96,0,0,0
1,1,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.03,0,0,0,1.03,0,0,3.62,0,1.03,0,0,0.51
0,1,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0
1,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0
0,0,0,0,0.13,0.06,0,0,0,0.96,0,0,0,0,0,0,0
0,0,0,0,0,0.45,0,0,0.45,0.45,0.45,1.8,0,1.35,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0
1,1,0.58,0.09,1.07,0.19,0.87,0.09,0,0,1.17,3.81,0.68,1.75,0,0.09,0.29
1,1,0,0,0.99,0,0,0,0,0,0,5.94,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.84,0,1.28,0,0,0
0,1,0,0,0.77,0,0,0,0.77,0,0,2.32,0,0.77,0,0,0.77
0,0,0,0,3.03,0,0,0,0,0,0,1.51,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0.15,0.62,0,0.31,0,0,0
0,1,0,0,0,0,0,0,0,0,0,4.47,0,1.49,0,0,0
0,0,0.62,0.29,0.65,0.65,1.2,0.03,0.21,0.43,0.03,3.03,0,1.35,0,0.51,0.54
0,1,0,0,0,0,0,0.44,0,0,0.44,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.29,1.74,0,0,0,0,0.87,0,4.95,0,2.91,0,0,0
0,1,0.1,0.3,0.7,0.3,0,1.61,0.1,0,1.11,1.31,0.2,0.7,0,0.6,0.1
1,1,0,0,0.92,0,0.92,0,0,0.23,0,0,0,0.23,0,0,0
1,1,0,0,0,0,0,0,0.64,0,1.29,2.58,0.64,1.29,0,0,0
0,1,0,0,0.61,0,0,0,0,0,0,1.85,0,0,0,0,0
1,1,0,0,0.9,0,0,0,0,0,0.9,0.9,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0
1,1,0.76,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0.29,0.29,0,0,0,0,0,0,0.89,3.58,0,1.49,0,0,0
0,1,0,0,0,1.08,0,0,0,0,0,2.17,0,0,0,0,0
0,0,0.74,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0
1,1,0,0,1.26,0,0,0,0,0,0.31,1.9,0,0.31,0,0.31,0
0,1,0.38,0,0,0,0,0,0,0,0,0.19,0.38,0.58,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.07,0,3.07,0,0,0
0,0,0,0,0.13,0,0,0,0.13,0,0,0.26,0,0.39,0,0,0
1,1,0.16,0.16,0.99,0,0,0,0.82,0.33,0.16,2.81,0,0.99,0,0.49,0.33
1,0,0,0,0.84,0.84,0,0,0,0,0,2.54,0,1.69,0,0,0
0,0,0,0,1.06,1.06,0,0,0,0,0,2.12,0,0,0,0,0
0,1,0,0,0.33,0.33,0,0,0,0,0,1,0,0.33,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.84,0,0.64,0,0,0
1,1,0.09,0,0.73,0.09,0,0,0,0.55,0,0.09,0,0,0,0.36,0.09
0,1,0.18,0,0.55,0,0,0,0,0,0,0.92,0,0,0,0,0
0,1,0.62,0.34,0.77,0.5,1.32,0.03,0.23,0.54,0,3.06,0,1.51,0,0.38,0.46
0,1,0,0,0.37,0,0,0,0.74,0.37,0.37,0.74,0.37,0.37,0,0,0
0,1,0.22,0,0.71,0.03,0,0,0.03,0,0,0.9,0,0.56,0,0,0
0,1,0.4,0,0,0,0,0,0,0,0.4,1.63,0,0.4,0,0,0
1,1,0,0,0.96,0,0,0,0,0,0.48,0.96,0,0,0,0,0
0,1,0,0,0.27,0,0,0,0,0.38,0,0.21,0,0.1,0,0,0
0,1,0,0,0.25,0,0,0,0.08,0,0.08,0.34,0,0.25,0,0,0
0,1,0,0,0.46,0,0.46,0,0,0,0,0.23,0,0,0,0.23,0
0,1,0.08,0.17,0.59,0.17,0,2.21,0.25,0.08,0.93,1.61,0.17,0.42,0,0.85,0.08
1,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1.26,0,0,1.26,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.75,0,0,0,0,0,0,3.75,0,0,0,0,0
1,1,1.45,0.12,0.85,0.48,0,1.94,0.12,0,0,1.33,0.12,0.6,0,0.48,0.12
1,1,0,0,1.65,0,0,0,0.82,0,0,1.65,0,0.82,0,0,0
1,1,0.13,0,1.17,0.13,0.13,0,0,0.52,0,0,0,0,0,0,0
0,0,0.44,0.22,0.88,0,0,0,0.22,0,0,1.32,0,1.1,0.22,0.22,0.22
0,1,0,0,6.25,0,0,0,0,0,0,12.5,0,0,0,0,0
0,1,0,0,2.4,0,0,0,0,0,0,2.4,0,4.81,0,0,0
0,0,0,0,0.76,0,0,0,0,0,0,1.52,0,0,0,0,0
1,1,0,0,0,0,0,0,1.75,0,1.75,5.26,0,1.75,0,0,0
1,1,0.74,0.37,0.74,0,0,0.37,3.34,0,0,0.74,0,1.48,0,0,0.37
1,1,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0
1,1,0,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1.58,0,0,0,1.58,0,0,3.17,0,1.58,0,0,0
0,1,0.25,0.38,0.45,0.12,0,1.75,0.06,0.06,1.03,1.36,0.32,0.51,0,1.16,0.06
0,0,0,0,1.4,0,0,0,0,0,0,1.4,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3.68,0,0,0,0,0.61,0,0,0,1.84,0,1.84,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.54,0,0,0,0,0,0.18,0.9,0,0.18,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0.29,0,0,0,0,0,2.93,0.58,1.75,0,1.75,0,0,0
