"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
18.616591839333,0,0,0,13,9,4,4,4,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,8,6,7,9,7,7,9,6,2,7,231,4,21,47,25335,2,8,4,77,1,2,298,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,-1,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,9,10,9,10,9,3,7,9,6,7,9,7,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,3,-1,-1,-1,-1,-1,-1,85,3,2,5,3,2,85,3,2,5,3,2,85,3,2,5,3,2,8,9,8,9,6,8,9,6,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7.15995742464289,1,1,1,12,14,7,7,2,0.77,1,35,2,15,20,25,15,15,10,1,8,10,10,8,7,7,8,9,2,11,99,6,120,65,27230,2,1,5,263,1,3,6,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,-1,6.67,19.05,42.86,9.52,14.29,7.62,20,15,15,15,20,15,20,15,20,15,20,10,6,10,6,8,7,5,10,8,6,5,5,9,9,6,6,3,6,6,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-5.17205409724935,1,0,1,4,18,4,-1,8,0.37,1,28,4,20,20,20,10,10,20,0,5,6,9,3,3,3,3,3,2,7,51,11,1,1,0,4,4,2,177,1,7,157,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,0,15,21,18,18,10,18,-1,-1,-1,-1,-1,-1,10,25,15,15,10,25,5,8,5,7,5,-1,-1,-1,-1,-1,0,5,5,0,9,0,2,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,15,20,20,15,10,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,8,6,2,-1,-1,-1,-1,-1,0,0,0,-1,-1,10,20,20,20,10,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,8,6,4,-1,-1,-1,-1,-1
15.6425968077814,1,1,1,11,21,15,15,8,0.57,1,26,2,15,15,25,20,5,20,0,3,6,7,7,7,3,6,3,2,16,181,6,178,6,14433,2,1,2,29,1,1,289,2,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,8,-1,25,15,20,25,10,5,25,15,20,25,10,5,25,15,20,25,10,5,8,8,8,8,8,6,8,8,7,7,3,5,7,5,5,2,5,4,0,3,20,5,20,25,20,10,8,8,8,8,8,8,1,1,-1,-1,-1,-1,-1,-1,25,20,20,25,5,5,25,20,20,25,5,5,20,25,20,25,5,5,9,9,9,9,9,7,7,7,7,7,0,0,0,-1,-1,15,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,15,15,20,20,15,15,9,9,9,9,9,6,6,6,6,6
-0.518792368249021,0,1,1,14,20,3,3,20,0.51,1,31,2,12,25,25,8,15,15,0,4,9,9,4,9,6,8,8,2,18,130,2,34,63,26908,2,5,6,36,83,6,163,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,-1,30,20,30,5,5,10,30,20,10,10,0,10,30,10,20,5,30,5,7,7,5,7,9,7,7,7,3,3,10,10,10,9,8,8,9,9.5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,3,-1,-1,-1,-1,-1,-1,20,10,30,10,10,20,30,20,20,10,10,20,30,20,10,10,10,20,8,8,9,6,8,7,8,9,6,8,1,1,0,-1,-1,20,10,30,15,15,10,20,10,30,15,15,10,20,10,20,20,10,20,20,10,20,20,10,20,5,7,8,8,8,5,7,8,8,8
7.79475215745042,0,0,1,21,22,6,6,18,0.21,1,24,2,20,15,20,20,15,10,1,7,6,6,7,7,4,7,4,2,7,254,16,193,30,14915,2,2,2,203,86,2,22,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,-1,20,25,25,30,5,5,30,20,15,20,5,10,35,10,10,30,5,10,6,9,8,8,7,7,8,7,7,7,3,10,9,7,-1,5,5,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,30,10,30,25,0,5,25,20,30,25,5,5,30,20,20,20,5,5,30,10,10,40,5,5,7,7,7,7,7,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33.5644550589757,1,1,1,15,18,15,9,7,0.5,1,26,2,15,20,15,30,10,10,0,5,3,5,1,10,1,2,3,2,13,35,9,226,1,12900,2,1,2,56,170,2,73,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,-1,25,10,20,20,10,15,40,5,10,25,15,5,15,15,25,20,25,0,9,9,9,9,9,8,9,9,10,10,5,4,-1,5,7,-1,4,10,2,-1,50,5,10,10,10,5,9,8,9,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20.7495762792089,1,1,1,21,22,20,22,21,0.18,1,26,2,40,5,30,15,5,5,0,6,5,8,5,8,6,6,8,2,14,35,9,200,1,0,2,3,5,84,1,1,73,7,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,8,-1,35,10,20,25,5,5,50,0,20,30,0,0,30,10,10,30,10,10,9,8,10,8,7,8,7,7,10,6,5,6,5,7,6,6,5,4,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,2,30,0,20,40,0,10,30,10,20,30,0,10,30,30,20,20,0,0,30,20,10,30,0,10,8,6,8,9,5,8,5,8,9,8,2,2,1,1,1,40,0,10,30,0,20,40,0,0,40,0,20,30,10,20,30,10,20,30,20,30,20,0,0,8,6,9,10,7,9,8,8,9,8
4.66821507219507,0,1,1,14,20,12,12,9,0.41,0,29,6,20,20,20,10,10,20,0,6,6,7,6,6,5,6,6,2,18,130,2,34,63,26908,2,5,6,36,83,6,163,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,-1,30,20,30,5,5,10,30,20,10,10,0,10,30,10,20,5,30,5,7,7,5,7,9,7,7,7,3,3,6,10,6,6,6,4,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,3,-1,-1,-1,-1,-1,-1,20,10,30,10,10,20,30,20,20,10,10,20,30,20,10,10,10,20,8,8,9,6,8,7,8,9,6,8,1,1,0,-1,-1,20,10,30,15,15,10,20,10,30,15,15,10,20,10,20,20,10,20,20,10,20,20,10,20,5,7,8,8,8,5,7,8,8,8
13.5188453674754,1,1,0,13,10,10,10,4,0.73,0,29,2,15,22,22,16,15,10,1,7,7,9,6,7,6,8,6,2,9,11,18,56,16,10450,3,1,6,137,1,2,24,17,5,4,4,5,8,10,4,1,1,9,4,6,10,10,10,3,4,4,-1,20,15,30,10,15,10,30,15,20,10,15,10,30,15,20,10,15,10,5,9,7,7,9,4,6,6,5,10,2,2,5,1,7,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,3,-1,-1,-1,-1,-1,-1,25,20,25,10,10,10,25,20,25,10,10,10,25,20,25,10,10,10,4,8,6,7,8,5,6,6,5,7,0,0,0,-1,-1,50,20,20,3,3,4,50,20,20,3,3,4,50,20,20,3,3,4,50,20,20,3,3,4,5,5,5,5,5,5,5,5,5,5
-11.0946919526852,1,0,0,3,10,2,-1,7,0.59,0,25,2,30,0,30,30,10,0,0,7,8,7,7,3,5,6,3,2,8,152,2,1,1,0,4,1,4,181,183,1,344,10,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,5,15,45,25,0,10,-1,-1,-1,-1,-1,-1,50,5,20,15,0,10,6,8,9,8,7,-1,-1,-1,-1,-1,3,8,8,7,8,3,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,3,-1,-1,-1,-1,-1,-1,20,0,30,50,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,9,9,3,-1,-1,-1,-1,-1,0,0,0,-1,-1,25,5,40,20,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,7,9,5,-1,-1,-1,-1,-1
16.33036280634,0,1,1,11,21,21,21,3,-0.19,0,26,4,20,30,10,15,10,15,0,6,5,6,6,7,7,6,6,2,7,88,6,210,43,13211,1,1,2,247,1,3,118,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,-1,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,7,10,9,9,10,8,8,8,8,-1,8,8,7,0,10,35,10,15,20,5,15,7,7,7,7,7,7,3,3,-1,-1,-1,-1,-1,-1,35,15,10,20,10,10,35,15,10,20,10,10,35,15,10,20,10,10,7,7,7,8,10,7,9,7,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-11.3522716896398,1,0,0,5,10,1,-1,8,0.4,1,22,2,25,40,15,10,5,5,0,5,7,6,6,6,5,5,5,2,5,222,4,1,1,0,2,10,8,38,39,1,272,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,3,12,20,10,30,20,15,5,-1,-1,-1,-1,-1,-1,40,10,20,20,0,10,8,7,8,9,8,-1,-1,-1,-1,-1,6,10,10,8,10,6,8,8,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,-1,-1,-1,-1,-1,-1,20,5,30,20,10,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,9,8,7,-1,-1,-1,-1,-1,0,0,0,-1,-1,20,10,30,20,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,10,9,8,-1,-1,-1,-1,-1
16.2249663520984,0,0,0,13,9,7,7,1,0.07,0,25,3,20,15,30,10,15,10,0,6,3,7,6,9,1,4,1,2,6,158,6,23,49,15162,4,3,4,48,1,3,224,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2,7,-1,15,25,15,20,10,15,25,10,10,25,10,20,50,10,5,15,5,15,8,10,9,7,9,9,9,9,9,9,4,9,8,4,7,4,5,8,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,-1,-1,-1,-1,-1,-1,20,20,15,20,10,15,40,5,10,25,5,15,50,5,10,20,5,10,8,10,8,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23.211921240915,1,1,1,12,14,12,12,3,-0.34,0,28,2,15,20,35,15,5,10,0,7,6,6,5,3,5,2,1,2,13,106,9,36,63,26908,4,1,2,156,217,1,122,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,8,-1,50,20,10,10,5,5,50,10,20,5,5,10,20,20,20,10,10,20,9,9,10,9,3,9,5,5,10,2,5,5,7,5,8,6,7,7,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,-1,-1,-1,-1,-1,-1,50,20,5,10,5,10,50,15,10,5,10,10,20,10,25,10,20,15,9,9,9,10,3,8,8,9,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7.52924628780728,0,1,1,11,21,10,10,5,0.17,1,28,2,25,20,20,25,0,10,0,7,9,9,6,5,3,6,7,2,9,24,11,228,1,9696,2,7,2,117,142,2,304,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,-1,27,15,28,10,10,10,40,3,25,8,13,11,40,3,25,8,13,11,8,9,6,10,7,7,6,8,7,8,8,7,8,7,7,4,6.5,6.5,0,4,25,20,30,15,5,5,8,7,10,3,5,6,3,2,-1,-1,-1,-1,-1,-1,25,19,30,15,6,10,35,20,15,15,5,10,25,20,15,10,20,10,8,7,9,5,5,7,6,9,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-40.3613710297003,0,0,1,7,16,7,7,14,-0.05,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,1,7,6,6,5,6,4,6,4,2,14,35,9,1,1,0,1,1,2,14,16,3,200,7,3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,6,-1,140,180,160,180,180,160,100,80,80,100,80,90,188.7,150.9,150.9,188.7,150.9,169.8,80,100,100,90,100,-10,-10,-10,-10,-10,6,9,10,6,9,4,6,5,0,5,148.9,191.5,191.5,148.9,191.5,127.7,80,100,90,90,100,8,3,3,-10,-10,-10,-10,-10,-10,142.9,163.3,183.7,183.7,183.7,142.9,90,80,90,80,90,90,204.1,142.9,142.9,183.7,142.9,183.7,80,90,90,90,100,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-26.8261186231013,0,0,0,6,5,4,4,2,-0.1,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,1,9,9,9,8,8,7,9,6,2,7,161,11,1,1,0,2,8,11,195,172,3,258,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,8,-1,66.7,200,200,177.8,200,155.6,60,90,90,70,70,60,205.1,153.8,128.2,205.1,128.2,179.5,70,80,80,80,80,-10,-10,-10,-10,-10,8,9,7,9,10,8,9,6,2,1,66.7,222.2,200,177.8,177.8,155.6,70,90,80,70,90,6,1,1,-10,-10,-10,-10,-10,-10,100,180,180,180,180,180,80,90,70,80,70,50,225,175,125,200,125,150,70,80,90,70,90,-10,-10,-10,-10,-10,0,0,0,-1,-1,95.2,190.5,190.5,190.5,190.5,142.9,-10,-10,-10,-10,-10,-10,70,80,60,80,60,70,80,70,40,80,50,-10,70,80,80,70,80,-10,-10,-10,-10,-10
-10.1220092814582,1,0,0,1,10,7,-1,1,0.34,0,30,2,35,15,25,10,5,10,0,3,6,7,5,8,7,2,1,2,5,152,2,1,1,0,4,2,5,56,239,1,183,-1,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3,2,15,20,20,15,15,15,-1,-1,-1,-1,-1,-1,35,20,15,20,5,5,6,8,8,8,7,-1,-1,-1,-1,-1,7,6,7,4,6,7,6,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,1,-1,-1,-1,-1,-1,-1,19.44,16.67,13.89,22.22,11.11,16.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,7,6,-1,-1,-1,-1,-1,1,1,0,-1,-1,15,20,20,15,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,7,7,7,-1,-1,-1,-1,-1
-41.0563876667915,0,0,1,9,20,3,3,1,0.32,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,1,7,9,9,6,7,4,7,6,2,8,135,14,1,1,0,6,2,2,22,196,3,84,7,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,-1,140,180,200,180,160,140,90,60,90,90,70,60,238.1,142.9,190.5,166.7,142.9,119,70,80,90,90,70,-10,-10,-10,-10,-10,8,8,8,8,8,1,4,6,2,7,145.8,166.7,187.5,208.3,145.8,145.8,70,80,90,90,60,3,3,2,-10,-10,-10,-10,-10,-10,183.7,142.9,204.1,204.1,142.9,122.4,90,80,70,80,80,60,232.6,162.8,162.8,162.8,139.5,139.5,70,80,90,80,70,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
18.1141303929936,0,0,1,11,21,6,6,9,-0.07,0,23,1,25,15,20,20,10,10,1,9,9,8,8,7,7,8,4,2,9,239,12,117,4,17030,2,10,11,156,30,1,313,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,8,-1,25,20,25,25,5,0,40,10,10,30,10,0,40,10,10,30,10,0,9,10,10,9,10,9,10,9,10,10,6,7,9,8,8,7,6,7,0,2,30,30,10,10,10,10,9,9,9,9,9,6,3,2,-1,-1,-1,-1,-1,-1,30,20,20,20,5,5,40,10,10,30,5,5,30,20,10,30,5,5,9,9,9,9,9,9,8,9,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15.3269705812353,1,0,1,15,19,12,12,5,0.34,0,29,4,25,20,15,25,10,5,0,6,8,5,6,5,3,3,4,2,9,91,10,211,15,14493,2,5,9,174,249,3,107,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,7,-1,25,20,20,20,10,5,40,5,10,20,5,20,50,5,10,20,5,10,8,8,6,8,6,7,10,6,8,5,5,7,9,9,8,5,6,4,2,-1,30,5,20,20,20,5,8,7,8,7,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-36.2904046670965,1,0,1,7,16,2,2,15,0.38,0,27,2,20.51,23.08,20.51,17.95,2.56,15.38,0,7,7,7,-1,-1,-1,6,3,2,11,35,9,1,1,0,4,7,5,55,1,1,45,7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,-1,150.9,169.8,169.8,188.7,188.7,132.1,90,90,90,90,90,90,238.1,166.7,142.9,238.1,95.2,119,80,90,90,90,80,-10,-10,-10,-10,-10,4,6,7,6,7,2,4,2,0,-1,153.8,173.1,192.3,192.3,192.3,96.2,80,80,90,70,90,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
16.1185518151018,1,1,0,20,6,4,5,6,0.14,0,24,2,10,20,20,20,20,10,0,4,6,6,2,5,4,6,7,2,8,250,3,175,47,15309,4,5,6,46,145,2,134,7,6,4,6,7,7,7,8,2,4,9,2,5,5,5,5,2,1,4,-1,15,15,20,15,15,20,20,15,20,15,15,15,20,20,10,20,10,20,5,8,7,9,10,5,8,10,6,10,6,5,5,6,4,4,5,3,0,2,6,9,9,7,8,7,6,7,8,6,9,2,1,1,20,40,15,10,10,5,20,25,15,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,6,8,8,7,9,6,6,7,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13.349628166145,0,0,1,19,15,8,9,2,0.42,0,28,2,40,20,20,20,0,0,0,8,10,10,10,10,9,8,9,2,14,32,11,235,1,26377,1,1,2,3,18,5,303,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,-1,15,20,10,30,5,20,10,10,10,10,50,10,50,10,10,10,10,10,9,9,10,8,7,9,9,9,9,9,9,7,9,9,8,7,9,8,0,6,10,10,6,10,5,8,9,9,7,10,5,7,3,3,15,40,10,10,20,5,15,20,15,30,5,15,40,10,20,10,10,10,60,10,10,5,5,5,9,9,9,10,6,9,9,8,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27.7150158932906,1,1,1,15,18,11,7,5,0.19,0,33,2,20,20,20,10,10,20,0,7,7,7,9,7,-1,5,5,2,8,132,14,66,1,26170,3,1,2,169,1,1,89,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,-1,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,4,3,2,2,2,2,2,0,2,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,-1,-1,-1,-1,-1,-1,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-27.7900226496071,0,1,1,7,16,8,5,4,0.3,1,31,2,12,20,20,20,14,14,1,9,9,9,9,9,7,9,5,2,12,192,11,1,1,0,2,2,4,42,65,2,288,2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,-1,177.8,200,177.8,155.6,155.6,133.3,100,60,70,90,60,90,200,155.6,177.8,177.8,155.6,133.3,70,90,70,80,70,-10,-10,-10,-10,-10,7,8,9,7,9,8,8,7,0,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,6,1,1,-10,-10,-10,-10,-10,-10,187.5,187.5,166.7,166.7,145.8,145.8,90,70,70,90,60,70,187.5,187.5,166.7,166.7,145.8,145.8,80,90,80,70,70,-10,-10,-10,-10,-10,1,0,0,-1,-1,163.3,183.7,183.7,163.3,163.3,142.9,-10,-10,-10,-10,-10,-10,100,70,70,80,70,70,90,90,90,90,80,-10,80,90,80,70,70,-10,-10,-10,-10,-10
-21.8665118122335,1,1,1,9,20,11,3,9,0.43,0,22,2,16,20,18,20,18,8,0,7,6,6,8,8,7,7,8,2,10,176,9,1,1,0,4,3,2,18,197,1,134,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,-1,148.9,191.5,212.8,191.5,148.9,106.4,100,90,60,100,30,80,116.3,232.6,162.8,209.3,116.3,162.8,70,80,90,90,90,-10,-10,-10,-10,-10,6,8,7,4,5,5,4,4,2,-1,155.6,177.8,200,200,155.6,111.1,70,90,90,80,90,6,1,2,-10,-10,-10,-10,-10,-10,173.9,152.2,195.7,195.7,152.2,130.4,100,60,50,100,40,80,127.7,170.2,191.5,191.5,148.9,170.2,70,70,90,80,90,-10,-10,-10,-10,-10,3,0,0,-1,-1,145.8,145.8,187.5,187.5,187.5,145.8,-10,-10,-10,-10,-10,-10,90,70,60,90,40,80,60,70,80,90,80,-10,70,60,90,80,90,-10,-10,-10,-10,-10
-22.9006747582895,0,1,1,7,16,12,1,12,0.46,0,27,4,14,20,20,14,18,14,0,6,7,8,8,-1,8,7,5,2,13,105,9,1,1,0,2,1,2,82,1,2,134,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,-1,195.7,108.7,195.7,195.7,195.7,108.7,90,80,80,80,80,50,152.2,152.2,195.7,195.7,195.7,108.7,100,100,100,100,100,-10,-10,-10,-10,-10,7,7,8,5,7,4,7,6,0,-1,238.1,119,190.5,214.3,166.7,71.4,100,100,100,100,100,7,1,3,-10,-10,-10,-10,-10,-10,204.1,122.4,163.3,183.7,142.9,183.7,90,70,80,90,90,70,153.8,153.8,173.1,173.1,192.3,153.8,100,100,100,100,100,-10,-10,-10,-10,-10,4,2,1,2,-1,187.5,145.8,166.7,187.5,145.8,166.7,-10,-10,-10,-10,-10,-10,80,70,80,70,90,90,80,80,80,80,90,-10,120,120,120,120,120,-10,-10,-10,-10,-10
13.9728846141466,0,1,1,14,20,5,5,6,-0.13,0,23,4,20,20,20,20,20,0,1,10,9,9,8,7,6,7,7,2,11,176,9,219,69,10096,2,3,3,270,1,1,250,1,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,5,-1,30,20,15,15,8,12,23,15,15,15,27,5,30,10,10,15,25,10,8,9,9,8,9,9,8,8,8,9,4,7,7,7,5,3,5,6,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,-1,-1,-1,-1,-1,-1,35,12,10,20,5,18,40,10,5,20,5,20,25,15,15,15,20,10,8,9,8,9,9,8,8,7,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
